city,month,temperature,humidity,wind_speed,risk_score,risk_category
Nagpur,12,22.3,12.8,4.6,1.79,Low
Ahmedabad,2,20.3,27.6,16.9,2.7,Low
Chennai,8,35.3,39.4,4.3,32.5,Medium
Chennai,4,30.9,32.2,1.3,15.66,Low
Lucknow,9,22.5,18.0,6.5,2.52,Low
Chandigarh,6,34.7,31.9,1.2,27.11,Medium
Jaipur,5,40.6,64.5,9.3,71.31,High
Bhopal,9,24.5,11.9,2.5,1.96,Low
Bengaluru,10,30.2,17.4,3.6,11.2,Low
Chennai,6,24.0,27.2,4.3,4.72,Low
Jaipur,6,43.3,49.0,4.3,73.36,High
Bengaluru,4,49.2,61.8,5.7,85.13,Severe
Jaipur,7,31.6,23.4,4.2,14.54,Low
Chennai,4,35.5,31.7,6.1,28.9,Medium
Hyderabad,4,42.1,49.2,4.9,71.38,High
Bengaluru,3,22.0,10.1,24.8,0.0,Low
Lucknow,6,27.4,31.1,4.9,9.24,Low
Chandigarh,10,34.2,39.7,3.5,28.72,Medium
Hyderabad,7,35.7,52.2,5.9,42.16,Medium
Thiruvananthapuram,4,39.6,65.4,10.3,69.72,High
Delhi,6,29.7,17.6,10.4,9.31,Low
Chennai,5,49.3,76.1,6.3,88.05,Severe
Patna,9,38.0,38.8,2.3,43.21,Medium
Ahmedabad,8,35.4,48.4,10.9,37.32,Medium
Bhopal,11,30.4,27.3,6.7,12.98,Low
Hyderabad,6,20.4,24.2,2.5,4.42,Low
Chennai,3,27.0,22.6,13.4,5.49,Low
Bhopal,6,44.9,60.1,0.6,78.76,Severe
Mumbai,5,44.4,45.6,3.4,74.59,High
Nagpur,11,29.6,32.2,0.4,13.73,Low
Bhopal,8,35.8,41.2,3.6,35.61,Medium
Chennai,3,33.2,52.2,19.1,28.97,Medium
Patna,1,30.5,33.9,6.4,14.51,Low
Patna,2,24.8,26.3,9.4,3.69,Low
Mumbai,12,29.0,37.2,10.8,12.04,Low
Chandigarh,10,25.7,30.1,3.1,6.62,Low
Mumbai,4,48.4,61.0,1.3,84.42,Severe
Bhopal,4,28.8,20.9,6.1,9.24,Low
Varanasi,6,48.0,55.2,1.3,82.62,Severe
Hyderabad,4,40.5,66.7,3.3,72.59,High
Jaipur,4,41.4,58.4,8.0,71.59,High
Thiruvananthapuram,7,39.3,37.1,2.5,47.39,Medium
Varanasi,5,42.9,47.6,4.7,72.38,High
Chandigarh,2,27.5,29.4,11.1,8.03,Low
Bengaluru,10,37.4,39.1,24.4,37.25,Medium
Thiruvananthapuram,5,48.1,68.1,1.1,85.4,Severe
Ahmedabad,2,23.4,28.5,23.8,1.73,Low
Kolkata,5,40.7,62.6,10.2,70.94,High
Chandigarh,12,20.5,25.0,8.7,3.55,Low
Lucknow,6,45.6,82.6,0.3,84.43,Severe
Chandigarh,1,30.7,39.8,2.1,17.32,Low
Varanasi,6,40.2,55.9,5.2,69.63,High
Bengaluru,5,40.4,77.7,1.5,74.93,High
Patna,5,42.1,71.1,16.0,73.91,High
Chandigarh,4,43.5,49.9,6.3,73.53,High
Mumbai,2,28.6,34.7,9.8,11.07,Low
Nagpur,6,40.2,69.7,1.0,73.09,High
Chennai,4,37.1,33.8,3.7,36.14,Medium
Mumbai,5,26.0,13.8,5.2,3.49,Low
Jaipur,5,39.8,53.7,9.6,64.11,High
Kolkata,2,38.5,32.8,4.4,40.72,Medium
Hyderabad,5,35.0,53.8,14.2,38.66,Medium
Ahmedabad,3,36.8,33.9,8.7,34.25,Medium
Bengaluru,2,34.5,32.5,2.1,26.56,Medium
Delhi,5,38.0,46.0,3.9,48.46,Medium
Nagpur,9,38.1,48.3,10.3,49.8,Medium
Mumbai,4,47.7,61.3,5.8,82.61,Severe
Ahmedabad,2,33.8,36.2,1.0,26.06,Medium
Chennai,3,29.8,39.5,14.4,13.18,Low
Chennai,12,34.7,46.6,9.5,33.46,Medium
Thiruvananthapuram,6,46.3,56.1,3.5,79.72,Severe
Bhopal,11,24.9,19.3,6.8,2.73,Low
Bengaluru,4,43.1,53.4,5.3,73.76,High
Jaipur,4,44.1,78.4,6.1,80.22,Severe
Delhi,6,45.3,68.0,0.1,81.06,Severe
Kolkata,2,38.1,32.4,7.6,38.4,Medium
Varanasi,5,44.3,53.1,25.1,72.32,High
Chandigarh,5,40.9,62.6,5.3,72.08,High
Chennai,12,21.6,35.6,10.2,5.42,Low
Chennai,12,25.9,22.2,14.0,3.55,Low
Bhopal,5,42.1,57.0,1.4,73.53,High
Mumbai,4,38.1,39.1,2.5,43.81,Medium
Lucknow,12,37.1,45.2,0.1,44.36,Medium
Varanasi,11,37.6,36.3,2.3,39.86,Medium
Patna,4,35.7,38.5,7.9,32.91,Medium
Patna,9,20.5,35.6,0.2,7.09,Low
Bhopal,9,28.4,10.1,1.1,7.28,Low
Mumbai,4,39.7,51.7,0.0,63.03,High
Hyderabad,7,35.7,42.3,1.0,36.32,Medium
Chennai,1,34.8,32.7,1.9,27.69,Medium
Bengaluru,8,31.1,28.5,9.6,13.86,Low
Bengaluru,6,25.0,30.9,0.0,6.18,Low
Patna,6,26.9,17.2,9.5,4.9,Low
Chennai,3,20.7,14.3,0.3,2.81,Low
Thiruvananthapuram,6,33.7,37.1,2.9,25.81,Medium
Thiruvananthapuram,4,43.5,54.7,4.5,74.79,High
Patna,4,39.9,55.3,9.3,66.49,High
Thiruvananthapuram,8,33.9,50.3,4.9,33.14,Medium
Thiruvananthapuram,9,21.3,23.7,1.5,4.49,Low
Patna,4,39.0,74.1,1.8,71.92,High
Patna,5,49.0,81.6,5.9,88.74,Severe
Bhopal,5,29.6,36.5,0.8,14.53,Low
Mumbai,6,42.6,52.6,8.2,72.31,High
Lucknow,9,36.3,33.7,15.8,31.13,Medium
Thiruvananthapuram,4,48.6,55.8,3.8,83.29,Severe
Thiruvananthapuram,8,26.2,23.4,4.9,5.78,Low
Bhopal,6,39.5,66.6,18.2,68.49,High
Thiruvananthapuram,5,48.7,69.6,3.6,86.24,Severe
Bengaluru,2,24.9,22.8,7.6,3.29,Low
Ahmedabad,9,37.9,36.2,3.5,40.79,Medium
Jaipur,11,37.6,35.9,0.9,39.83,Medium
Thiruvananthapuram,5,37.3,34.4,1.0,37.71,Medium
Hyderabad,6,40.3,58.0,11.8,69.11,High
Bengaluru,6,41.2,66.4,20.4,70.8,High
Hyderabad,1,36.6,38.6,1.7,37.49,Medium
Chennai,9,34.0,47.7,2.3,32.47,Medium
Delhi,10,23.1,19.1,7.9,2.5,Low
Kolkata,6,41.4,50.8,2.0,71.07,High
Chandigarh,10,35.1,49.7,10.8,36.89,Medium
Ahmedabad,4,47.6,76.1,0.1,86.36,Severe
Kolkata,7,25.0,14.8,1.1,2.78,Low
Ahmedabad,6,40.0,73.1,5.7,72.67,High
Bhopal,5,39.4,48.2,9.0,56.44,High
Hyderabad,10,36.2,42.2,4.1,37.76,Medium
Mumbai,7,34.2,39.1,2.5,28.59,Medium
Nagpur,5,40.2,71.6,2.5,73.22,High
Mumbai,4,49.3,91.6,2.1,91.85,Severe
Nagpur,5,43.7,54.0,15.1,73.2,High
Mumbai,1,33.4,41.4,2.5,26.85,Medium
Chennai,10,28.4,35.2,24.0,8.48,Low
Lucknow,5,46.5,66.2,6.8,81.51,Severe
Lucknow,6,25.7,36.4,1.5,8.15,Low
Lucknow,3,24.9,40.0,0.3,7.95,Low
Jaipur,4,24.8,33.9,1.0,6.61,Low
Bengaluru,5,44.0,65.1,3.0,77.92,Severe
Patna,4,39.3,56.9,3.2,65.74,High
Varanasi,4,39.2,46.0,5.5,53.96,High
Bhopal,10,36.6,34.6,15.3,32.82,Medium
Mumbai,10,39.1,33.3,9.4,42.58,Medium
Jaipur,2,21.5,36.0,5.4,6.3,Low
Nagpur,4,44.0,64.6,29.9,73.34,High
Chandigarh,5,48.7,75.8,1.4,87.85,Severe
Thiruvananthapuram,7,33.6,44.2,0.1,29.38,Medium
Delhi,4,43.7,62.3,14.6,74.95,High
Delhi,7,29.5,28.8,16.6,10.19,Low
Chandigarh,2,35.7,47.8,0.4,39.98,Medium
Chandigarh,5,20.1,38.1,10.4,5.89,Low
Kolkata,6,42.6,53.7,3.8,73.27,High
Chennai,2,37.1,46.4,6.1,44.26,Medium
Kolkata,3,34.9,59.0,1.0,44.13,Medium
Bhopal,7,21.8,14.5,1.9,2.58,Low
Chennai,11,33.8,52.1,0.8,34.47,Medium
Chennai,6,41.7,46.6,4.3,67.72,High
Ahmedabad,4,49.4,59.9,3.0,85.52,Severe
Nagpur,4,40.8,62.2,3.3,72.17,High
Varanasi,4,39.5,63.7,27.8,66.31,High
Thiruvananthapuram,4,26.9,38.0,5.1,9.79,Low
Jaipur,10,36.1,36.7,7.8,33.41,Medium
Delhi,4,47.5,88.7,2.2,88.37,Severe
Ahmedabad,6,34.8,45.2,0.2,34.58,Medium
Bhopal,6,27.3,17.1,0.6,7.0,Low
Nagpur,2,36.0,59.6,4.8,49.63,Medium
Bhopal,8,34.7,36.9,18.0,26.69,Medium
Chennai,6,40.2,60.6,2.5,71.02,High
Hyderabad,8,27.9,37.0,3.1,11.52,Low
Bengaluru,9,21.3,29.5,8.7,4.45,Low
Chennai,4,29.1,24.2,1.5,11.15,Low
Mumbai,4,48.4,55.9,3.5,83.04,Severe
Bhopal,3,37.1,49.4,7.0,46.44,Medium
Bengaluru,5,31.7,32.4,4.9,17.26,Low
Kolkata,5,46.4,66.5,5.0,81.71,Severe
Bengaluru,9,20.4,33.6,3.2,6.19,Low
Patna,8,36.7,45.5,5.2,41.95,Medium
Jaipur,5,33.8,56.4,9.1,35.76,Medium
Nagpur,5,47.5,81.3,4.6,86.49,Severe
Mumbai,7,38.5,32.8,0.3,41.4,Medium
Nagpur,7,28.0,38.5,0.8,12.37,Low
Chennai,8,25.6,23.4,3.9,4.99,Low
Lucknow,5,41.9,62.6,20.5,71.14,High
Kolkata,4,45.4,85.1,1.8,84.36,Severe
Nagpur,12,36.9,49.8,2.3,46.59,Medium
Jaipur,11,25.8,13.1,1.7,3.62,Low
Kolkata,10,36.1,58.1,8.0,48.37,Medium
Ahmedabad,5,24.7,26.4,4.6,4.51,Low
Chennai,8,37.3,51.6,3.0,49.88,Medium
Lucknow,4,34.2,54.1,9.4,36.03,Medium
Bhopal,11,29.0,16.9,18.8,6.65,Low
Bhopal,2,24.5,20.0,13.0,1.83,Low
Lucknow,6,39.3,51.7,6.5,59.76,High
Hyderabad,9,30.7,20.1,5.7,12.19,Low
Chandigarh,6,40.9,52.7,4.5,70.18,High
Bengaluru,6,40.3,62.9,4.2,71.36,High
Chennai,5,46.3,87.1,2.2,86.13,Severe
Bengaluru,4,40.7,67.4,0.5,73.52,High
Thiruvananthapuram,6,42.2,51.8,2.2,72.51,High
Lucknow,4,40.3,77.0,3.8,74.25,High
Bengaluru,4,40.0,60.6,2.6,70.69,High
Varanasi,3,21.5,39.4,6.7,6.76,Low
Chandigarh,8,26.8,25.6,19.5,4.75,Low
Ahmedabad,1,26.1,28.5,14.5,5.04,Low
Ahmedabad,7,22.3,12.7,7.2,1.34,Low
Delhi,4,41.0,70.0,9.8,72.97,High
Bengaluru,8,25.9,34.8,2.4,8.0,Low
Bengaluru,4,44.2,62.3,0.8,78.05,Severe
Patna,11,27.4,29.5,1.0,9.57,Low
Bengaluru,4,41.1,56.0,4.1,71.28,High
Chandigarh,6,48.4,74.6,24.0,83.36,Severe
Varanasi,1,24.8,26.8,1.0,5.19,Low
Jaipur,6,40.2,60.3,0.9,71.23,High
Chandigarh,4,28.7,36.6,5.4,12.34,Low
Delhi,6,43.5,46.8,3.9,73.31,High
Lucknow,11,35.3,31.3,5.5,28.13,Medium
Delhi,5,39.8,69.8,1.6,72.37,High
Kolkata,12,29.2,34.7,8.2,12.29,Low
Nagpur,5,47.8,85.8,0.6,88.54,Severe
Ahmedabad,5,41.8,52.6,2.2,72.03,High
Kolkata,5,34.1,44.7,9.5,29.98,Medium
Ahmedabad,5,33.8,36.7,4.2,25.76,Medium
Ahmedabad,6,43.5,45.5,1.2,73.5,High
Delhi,5,41.5,78.5,30.0,72.1,High
Bengaluru,1,27.4,13.4,2.5,6.1,Low
Ahmedabad,2,27.5,20.7,9.3,6.59,Low
Bengaluru,2,35.5,58.8,3.5,46.59,Medium
Bengaluru,4,41.0,59.5,4.8,71.7,High
Patna,1,36.4,31.7,22.8,29.24,Medium
Bhopal,6,49.8,87.5,0.3,92.13,Severe
Hyderabad,10,34.5,41.6,8.1,30.06,Medium
Thiruvananthapuram,3,24.4,11.6,8.8,0.85,Low
Hyderabad,6,48.3,66.4,0.4,85.49,Severe
Varanasi,10,25.3,31.7,5.4,5.92,Low
Ahmedabad,6,41.5,50.8,3.8,70.93,High
Kolkata,4,44.9,74.2,1.6,81.41,Severe
Bengaluru,7,31.7,39.3,0.4,20.54,Low
Bengaluru,12,27.6,29.8,13.5,7.87,Low
Bhopal,6,48.4,86.6,0.6,89.66,Severe
Bhopal,10,21.8,25.4,1.6,4.81,Low
Patna,5,39.9,61.6,8.3,69.78,High
Jaipur,9,30.8,24.2,6.6,13.02,Low
Chandigarh,6,37.3,51.5,3.2,49.76,Medium
Kolkata,4,42.3,69.6,30.0,71.6,High
Mumbai,3,27.4,20.1,6.4,6.79,Low
Jaipur,10,39.3,35.7,24.3,42.68,Medium
Patna,6,42.2,53.0,1.2,72.92,High
Thiruvananthapuram,8,37.8,36.3,3.7,40.42,Medium
Chandigarh,5,42.9,51.2,5.7,72.93,High
Kolkata,4,40.4,66.4,10.0,71.25,High
Chennai,1,36.8,51.8,0.8,47.95,Medium
Thiruvananthapuram,3,38.2,41.9,1.4,46.53,Medium
Thiruvananthapuram,1,33.5,58.3,2.7,36.68,Medium
Mumbai,1,36.2,40.9,5.3,36.74,Medium
Thiruvananthapuram,6,46.6,84.9,5.5,85.62,Severe
Delhi,8,34.8,45.9,2.1,34.68,Medium
Ahmedabad,10,21.9,11.7,12.1,0.32,Low
Thiruvananthapuram,6,39.3,46.2,0.6,55.45,High
Thiruvananthapuram,4,46.9,80.7,1.6,85.91,Severe
Ahmedabad,8,33.2,54.2,0.1,33.28,Medium
Hyderabad,8,29.7,38.4,3.1,14.68,Low
Mumbai,4,49.0,84.1,1.5,89.97,Severe
Mumbai,7,36.0,41.6,11.1,35.4,Medium
Bengaluru,5,48.4,88.3,2.4,89.7,Severe
Hyderabad,8,30.3,38.8,1.5,15.99,Low
Chennai,6,43.0,47.2,3.8,72.61,High
Jaipur,12,30.2,31.3,14.2,12.21,Low
Chandigarh,1,38.1,31.7,13.1,37.04,Medium
Bhopal,6,43.3,62.1,20.5,73.28,High
Mumbai,11,38.0,43.3,6.4,45.89,Medium
Thiruvananthapuram,4,39.6,57.8,9.5,67.47,High
Bengaluru,4,39.0,79.3,3.1,72.74,High
Lucknow,10,36.9,39.1,0.5,39.2,Medium
Jaipur,4,40.4,78.9,3.3,74.87,High
Mumbai,3,22.9,31.7,11.6,4.41,Low
Patna,2,23.9,26.4,5.1,4.43,Low
Mumbai,12,20.9,19.9,1.7,3.7,Low
Varanasi,5,39.5,65.9,0.1,71.36,High
Ahmedabad,5,34.5,48.5,2.8,34.9,Medium
Hyderabad,4,35.3,41.4,16.3,31.64,Medium
Delhi,6,46.3,83.4,2.6,85.33,Severe
Bhopal,5,40.1,79.2,2.3,74.62,High
Patna,6,40.9,56.6,3.2,71.23,High
Mumbai,1,38.6,38.0,1.7,45.24,Medium
Hyderabad,4,25.1,25.2,1.7,4.92,Low
Kolkata,5,44.1,81.1,10.6,80.01,Severe
Kolkata,6,44.6,64.2,0.0,79.2,Severe
Chandigarh,5,49.8,70.1,2.2,88.33,Severe
Nagpur,10,27.0,15.6,1.3,6.1,Low
Varanasi,7,34.7,39.1,8.8,29.35,Medium
Delhi,2,25.9,24.4,5.4,5.42,Low
Varanasi,5,25.5,35.3,1.3,7.64,Low
Hyderabad,5,41.1,64.9,5.8,72.77,High
Chandigarh,2,30.6,34.5,0.1,15.84,Low
Hyderabad,6,21.1,32.7,0.8,6.41,Low
Chandigarh,4,20.4,39.1,8.9,6.34,Low
Kolkata,5,22.0,13.7,2.7,2.29,Low
Chennai,4,48.7,65.9,1.1,85.92,Severe
Lucknow,4,42.5,52.4,1.1,73.3,High
Jaipur,1,33.1,56.9,5.2,33.6,Medium
Varanasi,6,26.6,33.7,2.3,8.92,Low
Chandigarh,4,47.6,84.0,5.2,87.09,Severe
Mumbai,4,44.5,57.8,26.9,73.28,High
Varanasi,6,48.5,57.5,0.6,84.0,Severe
Varanasi,6,49.7,69.7,0.6,88.36,Severe
Delhi,6,39.8,77.1,6.0,73.1,High
Patna,5,37.1,46.5,1.5,45.1,Medium
Thiruvananthapuram,11,39.7,33.0,2.2,45.97,Medium
Bengaluru,7,31.9,24.6,1.2,15.98,Low
Bengaluru,4,47.6,94.9,2.2,89.77,Severe
Patna,6,36.0,39.9,0.6,36.11,Medium
Kolkata,3,38.8,38.5,4.8,45.95,Medium
Bengaluru,4,40.8,49.8,4.0,66.4,High
Bengaluru,8,21.5,22.4,9.7,2.86,Low
Bengaluru,5,44.2,55.1,1.0,76.57,Severe
Thiruvananthapuram,5,35.3,56.1,8.2,42.74,Medium
Varanasi,2,25.7,26.1,1.2,6.14,Low
Bengaluru,4,38.6,39.2,0.5,46.35,Medium
Chennai,4,41.3,57.1,3.6,71.9,High
Patna,1,37.1,52.1,5.1,48.95,Medium
Varanasi,5,49.1,62.7,1.6,85.83,Severe
Chandigarh,8,29.2,13.4,9.5,7.82,Low
Chandigarh,1,34.4,32.9,0.8,26.63,Medium
Patna,6,35.1,31.1,0.2,28.25,Medium
Nagpur,4,39.8,54.9,7.9,65.7,High
Nagpur,1,35.9,39.8,5.6,34.82,Medium
Delhi,12,21.5,25.6,1.7,4.84,Low
Hyderabad,9,29.5,23.8,7.9,10.64,Low
Patna,2,23.9,30.6,0.4,6.05,Low
Kolkata,4,47.9,72.9,3.5,85.64,Severe
Mumbai,4,46.7,82.7,5.5,85.34,Severe
Bhopal,11,34.7,43.0,6.0,31.94,Medium
Ahmedabad,10,29.3,31.4,5.2,12.29,Low
Nagpur,5,39.7,51.8,30.0,58.13,High
Bengaluru,4,46.9,79.3,7.8,84.6,Severe
Thiruvananthapuram,6,47.7,84.1,3.3,87.59,Severe
Chandigarh,12,31.8,17.2,6.9,13.17,Low
Chennai,2,34.9,54.4,4.6,40.22,Medium
Patna,3,22.6,20.5,2.8,3.63,Low
Bhopal,7,24.4,23.9,7.7,3.5,Low
Mumbai,4,41.1,52.8,0.9,71.17,High
Jaipur,8,36.4,43.9,9.2,38.87,Medium
Mumbai,6,45.1,65.9,1.1,80.16,Severe
Mumbai,3,38.3,39.9,0.9,45.52,Medium
Nagpur,5,42.5,51.8,7.9,72.04,High
Thiruvananthapuram,5,42.6,63.5,9.6,74.26,High
Jaipur,6,47.1,69.7,13.8,82.0,Severe
Nagpur,6,40.6,66.6,0.4,73.21,High
Varanasi,11,33.5,58.0,8.7,35.48,Medium
Chandigarh,4,24.9,37.8,7.4,6.33,Low
Thiruvananthapuram,5,46.8,58.0,1.0,81.31,Severe
Hyderabad,6,45.0,95.0,1.0,85.83,Severe
Mumbai,4,24.5,28.8,4.2,5.06,Low
Nagpur,8,31.0,11.2,2.1,11.49,Low
Thiruvananthapuram,4,36.0,37.6,2.8,34.38,Medium
Thiruvananthapuram,8,28.0,27.7,1.9,10.02,Low
Kolkata,4,45.2,57.4,30.0,73.8,High
Delhi,5,37.8,36.9,3.3,40.89,Medium
Jaipur,4,47.0,61.8,3.1,82.04,Severe
Hyderabad,1,34.6,55.9,2.2,40.26,Medium
Lucknow,5,42.5,53.8,14.5,71.34,High
Chandigarh,5,39.2,79.1,1.5,73.29,High
Hyderabad,12,29.2,16.8,7.1,8.9,Low
Varanasi,1,38.5,31.7,2.8,40.27,Medium
Chandigarh,5,40.1,57.1,10.3,68.86,High
Delhi,6,49.4,63.8,4.1,86.12,Severe
Chandigarh,4,44.4,76.6,1.0,81.19,Severe
Jaipur,9,24.4,32.5,13.6,4.23,Low
Bhopal,6,39.5,61.9,12.1,68.56,High
Delhi,3,37.2,33.7,19.8,33.77,Medium
Kolkata,10,28.6,31.2,5.8,11.03,Low
Bhopal,5,47.0,89.4,7.0,86.91,Severe
Delhi,6,40.0,58.5,0.8,70.57,High
Chandigarh,6,48.9,94.4,8.9,90.64,Severe
Delhi,5,43.0,61.9,11.2,74.31,High
Jaipur,4,44.2,57.2,1.3,76.94,Severe
Nagpur,5,21.4,12.6,7.6,1.25,Low
Jaipur,4,47.4,70.6,3.0,84.46,Severe
Nagpur,9,21.9,38.3,8.0,6.33,Low
Lucknow,12,28.0,17.1,4.0,7.55,Low
Hyderabad,5,39.6,60.3,1.6,70.15,High
Patna,6,47.4,66.2,3.2,83.55,Severe
Bengaluru,10,34.7,50.4,12.4,35.34,Medium
Chennai,2,33.5,55.8,12.2,33.52,Medium
Ahmedabad,9,37.5,40.1,0.2,42.39,Medium
Hyderabad,1,37.6,46.5,1.4,47.42,Medium
Mumbai,5,47.6,82.6,4.1,87.0,Severe
Delhi,8,20.4,29.8,4.6,5.19,Low
Hyderabad,5,43.0,54.9,28.5,70.03,High
Jaipur,8,24.9,25.5,5.2,4.23,Low
Ahmedabad,8,33.7,47.2,3.1,30.86,Medium
Chandigarh,4,35.8,40.3,3.1,35.15,Medium
Varanasi,12,24.8,39.2,4.7,7.06,Low
Thiruvananthapuram,5,39.8,67.7,3.5,71.64,High
Varanasi,6,44.5,61.9,1.9,78.26,Severe
Jaipur,3,25.2,19.3,3.9,3.53,Low
Nagpur,5,42.2,51.3,8.2,71.41,High
Bhopal,8,27.0,25.5,8.5,6.88,Low
Lucknow,1,31.4,11.3,1.8,12.2,Low
Jaipur,6,39.3,73.3,6.8,71.41,High
Mumbai,11,36.9,40.7,20.3,36.96,Medium
Kolkata,12,35.6,51.3,0.1,42.01,Medium
Chennai,6,44.3,47.4,11.6,73.43,High
Thiruvananthapuram,10,30.5,35.3,1.2,15.66,Low
Chennai,1,24.6,39.2,11.3,5.96,Low
Patna,9,35.7,40.7,10.7,33.73,Medium
Kolkata,6,23.3,18.4,19.8,0.38,Low
Kolkata,4,34.9,34.5,7.2,28.01,Medium
Ahmedabad,9,27.2,38.1,2.2,10.77,Low
Varanasi,5,41.3,71.6,18.1,72.38,High
Lucknow,6,40.2,68.8,4.0,72.41,High
Patna,9,36.0,43.8,0.1,38.64,Medium
Chandigarh,5,39.3,73.0,3.0,71.98,High
Bhopal,4,44.0,46.2,2.1,74.29,High
Patna,11,26.4,24.3,3.0,6.6,Low
Jaipur,11,31.6,26.8,16.6,13.23,Low
Ahmedabad,4,48.1,71.1,0.4,86.11,Severe
Patna,6,33.6,52.0,30.0,28.7,Medium
Nagpur,10,30.4,28.0,7.2,13.04,Low
Lucknow,5,28.2,28.6,8.4,9.44,Low
Patna,7,21.5,34.4,15.5,4.3,Low
Varanasi,7,35.6,50.2,9.2,39.72,Medium
Bengaluru,2,25.7,15.0,2.6,3.69,Low
Patna,3,33.2,43.8,3.7,27.1,Medium
Jaipur,11,27.0,21.1,5.5,6.5,Low
Varanasi,5,31.2,16.2,8.0,11.83,Low
Chandigarh,9,24.6,30.0,27.0,1.5,Low
Bengaluru,4,40.8,55.1,2.7,70.85,High
Nagpur,5,40.4,72.2,1.9,73.76,High
Bengaluru,11,30.1,20.7,10.5,10.55,Low
Nagpur,5,39.2,49.8,2.3,58.06,High
Varanasi,2,37.0,43.4,2.2,42.26,Medium
Nagpur,2,28.1,35.8,19.7,8.84,Low
Hyderabad,1,27.4,36.9,10.0,9.55,Low
Mumbai,6,30.3,28.1,10.8,12.3,Low
Jaipur,2,38.8,31.6,11.3,39.93,Medium
Lucknow,12,33.7,55.7,3.9,35.73,Medium
Bengaluru,4,29.8,16.4,4.2,10.26,Low
Nagpur,4,39.1,57.8,7.8,64.77,High
Lucknow,5,40.2,48.1,12.8,59.87,High
Varanasi,6,41.1,57.6,5.8,71.31,High
Jaipur,2,25.8,10.8,2.5,3.02,Low
Bengaluru,1,33.7,45.1,7.2,29.04,Medium
Delhi,4,48.4,71.1,0.3,86.61,Severe
Ahmedabad,6,39.6,69.9,21.6,68.74,High
Varanasi,7,36.3,45.1,5.3,39.92,Medium
Lucknow,6,46.4,59.5,0.7,81.02,Severe
Lucknow,7,35.6,54.2,4.4,43.41,Medium
Nagpur,1,24.1,33.9,0.5,6.7,Low
Patna,1,36.0,44.8,1.9,39.0,Medium
Varanasi,5,30.9,35.7,20.0,13.51,Low
Chennai,1,38.2,38.2,0.7,43.88,Medium
Patna,5,34.4,39.2,0.3,29.73,Medium
Chandigarh,8,32.0,14.5,10.2,12.4,Low
Thiruvananthapuram,4,42.7,49.7,1.4,73.03,High
Mumbai,4,38.3,41.2,1.7,46.38,Medium
Nagpur,11,38.0,46.6,3.3,49.06,Medium
Chennai,4,48.7,71.6,2.7,86.79,Severe
Thiruvananthapuram,6,37.4,33.8,7.9,36.57,Medium
Patna,10,39.4,31.8,5.3,43.39,Medium
Delhi,8,23.8,30.6,3.5,5.54,Low
Kolkata,12,34.3,47.3,6.9,32.68,Medium
Jaipur,4,27.0,10.7,26.8,0.87,Low
Lucknow,5,40.9,59.1,8.3,70.88,High
Lucknow,6,49.8,88.7,2.5,92.0,Severe
Varanasi,1,29.9,38.7,10.3,13.86,Low
Patna,4,46.4,58.4,1.3,80.7,Severe
Delhi,6,40.7,71.3,12.7,72.26,High
Patna,5,47.5,73.6,2.3,85.34,Severe
Mumbai,5,34.8,39.3,0.8,31.16,Medium
Lucknow,4,47.8,70.9,0.6,85.56,Severe
Ahmedabad,9,23.9,28.9,5.6,4.85,Low
Kolkata,11,30.2,12.5,2.6,10.39,Low
Bhopal,4,36.7,54.3,8.0,48.29,Medium
Jaipur,5,40.0,45.6,3.5,57.9,High
Chandigarh,11,39.7,36.0,12.0,46.64,Medium
Bhopal,5,39.6,74.4,10.6,71.47,High
Lucknow,10,39.2,39.1,3.4,48.39,Medium
Chandigarh,9,37.1,51.0,11.5,46.98,Medium
Lucknow,10,33.7,47.2,5.2,30.51,Medium
Lucknow,11,38.7,33.3,0.8,42.44,Medium
Nagpur,10,34.2,41.5,12.3,28.18,Medium
Patna,5,33.1,45.7,6.1,27.27,Medium
Ahmedabad,6,40.4,48.3,0.5,63.19,High
Hyderabad,2,37.7,30.6,4.2,36.38,Medium
Nagpur,5,40.5,50.4,2.2,65.69,High
Bhopal,4,39.2,77.9,0.3,73.25,High
Mumbai,11,28.5,29.6,12.4,9.45,Low
Chennai,5,39.1,51.2,1.5,59.03,High
Delhi,6,49.9,92.1,10.7,91.48,Severe
Bengaluru,4,46.1,58.7,0.5,80.42,Severe
Patna,3,36.2,50.9,2.9,44.03,Medium
Bhopal,8,35.8,45.4,9.7,37.25,Medium
Varanasi,5,46.0,72.2,2.1,82.69,Severe
Lucknow,3,38.9,39.3,4.2,47.11,Medium
Lucknow,9,23.4,39.8,20.4,4.56,Low
Ahmedabad,5,49.4,90.7,0.4,92.11,Severe
Kolkata,2,35.4,35.6,10.3,29.81,Medium
Chandigarh,5,33.1,51.2,6.1,30.17,Medium
Chennai,6,46.1,85.5,0.7,85.74,Severe
Bhopal,9,38.4,35.0,3.3,42.0,Medium
Nagpur,4,47.2,82.8,2.1,86.73,Severe
Bengaluru,6,43.1,50.7,25.5,69.85,High
Kolkata,2,21.2,31.2,2.5,5.82,Low
Nagpur,6,43.2,57.5,8.6,74.19,High
Mumbai,1,28.2,27.3,3.4,10.01,Low
Chandigarh,9,27.0,22.8,4.8,6.96,Low
Lucknow,4,40.4,47.4,1.1,62.16,High
Lucknow,10,36.9,51.9,2.6,48.22,Medium
Kolkata,4,42.7,47.4,2.8,72.33,High
